,text,sentiment,word_count
ENTRY-068,"Before this past Saturday, I have never waited outside of Mickies and have considered myself extremely fortunate.  During my last trip, our group had to wait for about 10 minutes.  Our table was crammed up to the radiator next to the main window.  There were people bumping into us everywhere.  I LOVE MICKIES!\n\nOur service has been prompt in the past.  During this trips \""swamped\"" time, our service was not slacked at all.  Our waitress (who my wife and I have had several times before) was legitimately happy to see us and kept our drinks filled the entire time despite the hectic population.\n\nFor breakfast (though it was lunch time, I can not live without breakfast) the Scrambler is king.  Do it any way you want.  You can not lose at Mickies.  As long as this cornerstone of Madison is here, I will be a happy patron.",Positive,145
ENTRY-069,Amazing HH. Blacken Miso Cod is to die for!!  Bar is FUN ...clever bartenders perform death defying drink pours! HH all day everyday in the summer. (gotta beat those triple digit temps somehow) its insanely PACKED on Fridays starting around 5.  They also have valet so don't fret about the full parking lot.,Positive,53
ENTRY-070,"This is my second trip here. Came for lunch because I came a month or so ago for dinner and was pleasantly surprised. I'm even more surprised with the lunch. For $8 I got a lunch special that was chicken chow mein that comes with soup, egg roll, and fried rice. To top it all off, the food (with exception of the fried rice which is hit or miss) was all amazing!",Positive,72
ENTRY-071,"Super long lines for check in (3+ hours) but we got a free upgrade. Room was nice. \n\nNeighbors were pretty noisy even though were were supposed to be in a quiet area. \n\nAnyway, the hotel/resort is pretty fun, and of avg price. We actually stayed because the room was the cheapest one we found on the strip of Vegas (like 40 bucks!)\nGood place to stay.",Neutral,65
ENTRY-072,"First time venturing into this new spot after a movie. It was about 10pm and were lookin for a snack and some drinks. Was not packed as a normal spot is for a Saturday. Which was good. We walked in and there was not sign or anyone to tell you to go to hell or to sit where ya want. We just sat at the bar, no worries. \n\nMrs wanted to try a something from their drink list and the bartender was nice to point out some good choices. She had a tasty Le Fresca Margarita. I had my hopes up for a Blue Moon, but no dice. For some reason, half the taps were down. The 4peaks Heffe was good. We ordered the nachos and the pot stickers. Was OK food. Nothing special. Good presentation and was tasty. \n\nThe interior was Cheescake Factory meets Yard House meets a chain bar. It was ok. Low lights, made it comfortable. But you could tell that they were running on limited staff. There were unbussed tables around the place. The music was alternative and was t a good level at the bar. We were able to have a conversation with out yelling, but the as you walk the space, there are more loud spots throughout. The bar in the middle of the space makes it a great people watching place. Good mix of people, Not alot of ASU students, but not alot of families. The service was good because we were at the bar, but there was a few times that people from tables came to the bar to get someone to come over to their table. Bartenders had a certain bitchiness about them that is good for a night club, but will probably hurt them if a more professional crowd shows up. \n\nWill be back. Just hope it will still be there! Reading the history of this place, it has tried 3 times to exist in the valley, but never makes it.",Neutral,331
ENTRY-073,"WOW! This place is just horrible. This isn't the first time I've had issue with their services either. They sent me an unsolicited e-mail asking to describe the experience, so I felt it necessary to fill it out as the experience really left a bad taste in my mouth. The survey link doesn't work so I e-mailed saying so and this clown  Garrett O'Dell Service Manager, e-mails me back asking about what happened so I sent this:\n\nWas totally not happy with the entire experience and I won't be back because of it. I let the service man know exactly what the issue was and led me believe it was a warranty issue when I knew the warranty issue was the PASSENGER not DRIVER seat. More importantly, they said it would take less than an hour and we were there going on three and then to be told it was exactly what I said it was to begin with, given an estimate for thousands for other things and charged $135.00 for something I already knew. Just shady practicing in my opinion, and I'll go elsewhere next time.  \n\nSo the \""Service\"" manager clown goes on and basically attacks me in his response:\n\nI take our reputation and business practices very seriously and would vigorously investigate anything that would lead our customers to believe we were being anything other than forthright and fair. I took the opportunity to look over the initial write-up, and repair diagnosis. From the information here, as well as your email below,  it appears we were asked to inspect the car for the complaint of; SRS light lit on dash and specifically asked to determine if the repair was a parts warranty from a prior repair to the passenger seat mat as someone else had made that diagnosis and connection.  Our findings were that the vehicle did not need a passenger side seat mat as you were advised, rather a driver's side seat mat, counter to the information you had been given elsewhere, this was a repair that was not covered under an applicable parts warranty. It appears we charged you only for the technicians time to make that determination, as agreed upon , we completed an accurate estimate of that repair as well as other needed services noted during our inspection as a courtesy, you declined those repairs as well as the repair to the SRS system. I am sorry to hear you feel this was \""shady\"". I realize that giving customers information about the condition of their vehicle, especially when it differs from their expectations or promises that other repair shops have made, can be difficult. I am sure you have found in your business model that when reality is different than expectations, the most common response is to attack the credibility of the messenger. If you are interested in making any of the repairs to your vehicle we would certainly still be willing to help. \n\nGarrett O'Dell - Service Manager\n\n\nWhat a clown. Nice customer service dummy. You can't tell in this Yelp posting but his verbiage was filled with CAPS and BOLD lettering to show his emphasis in yelling at me. Here's my response:\n\n\nWe already had the correct diagnosis.  I already knew it was the driver's seat mat and should have been told it was not a warranty item in the first place. Further, I was quoted less than an hour, it approached 3 - my business time is billed at $225.00 an hour. \n\nI don't care for your customer service tone either, further exemplifying my feeling of this establishment. I'm not attacking anyone. I'm a BMW customer, and as a lay customer, this is how I felt about my experience at Chapman BMW. Moreover, your customer service approach feels more like an attack to me. So I hope you feel better about yourself, now that you've tried to \""prove\"" me wrong. Enjoy your $135.00 and I'll go somewhere else here on out.\n\n\nYou win Garrett! I'm going to bring my BMW 750Li to North Scottsdale for ALL my needs from here on out.",Negative,676
ENTRY-074,Being from So Cal I felt like I was at home visiting LA Fitness in Scottsdale. I came here for the 8:00 pm Monday yoga class and a workout and was impressed with the facility. \n\nIt's located in a strip center but is well maintained with fairly new equipment and the facility is super clean. \n\nThe yoga class was taught by a female instructor and the class was filled. \nthe class was enjoyable but I didn't work up much of a sweat in this session. \n\nI'll return here before vacation ends!,Positive,91
ENTRY-075,"Found this place by accident while looking for Japanese food on the strip.  Loved the decor, lighting and overall design.  Food was very good. Tempura Garlic Green Beans and Satay Chicken were very tasty.  Like everything in Vegas, over priced for the portions.  The food hit the spot after a day in Zion NP.",Positive,54
ENTRY-076,"Hot chicks and stiff drinks. An outside bar where you can smoke. What could be bad about this? \n\nThe service sucks. \n\nFor the second time in 3 weeks I went in with a buddy and could not get anyone to serve us. We flagged one one of the many waitresses and asked for a menu. We never were asked for an order. For the 2 beers we did get we had to go to the bar and get them our selves. \n\nSunday morning I talked to a friend who had been in Wednesday night and got the same type of treatment. This place does not deserve your business, especially at $6. a pint.",Negative,113
ENTRY-077,"We were in the area for the cinema so decided to check out this branch of the chain. I booked a table online as we were a wee bit pushed for time & I wan't sure how busy it would be.\n \nWe arrived early (pretty amazing for me!) & they had no record of my booking. I was  even asked me if I had the right day! I showed the email confirmation & it was shrugged off. The place wasn't that busy but we were left for 10 mins while someone went to sort out a table. We weren't off to the best of starts...\n\nThe service was really slow when we were eventually seated. There only seemed to be 2 wait staff on & a big group had arrived a wee while before us but 45 mins to get a pizza & a salad - I felt it was an excessive wait given the order. The food itself was fine, typical Pizza Express fayre. I had wanted to try the Calzone which is a recent addition to the menu but I was told that the kitchen had run out of some of the ingredients.\n\nThe building itself was impressive & I especially like the quotes & pictures on the wall from \""The Prime of Miss Jean Brodie\"".\nI like that they kept the church organ. I don't like that the tables are really squished together - so much so that we felt we having dinner with the couple next to us. \n\nThen there was another 15 min wait to get the bill. \n\nLoses a star for the poor service on arrival & the agonising wait. Oh & the fact that I had to run up the hill in heels afterwards to get to the cinema in time.",Neutral,295
ENTRY-078,"I agree with a number of the other reviewers in regards to MELANGE'S atmosphere: I'm generally not a fan of eateries with dark lighting, but they pull it off well. That's about all the points I can give them.\n\nI went there with a date for Valentine's Day, because they offered a holiday special on Facebook (3 courses for two for $29.99, inc. salad, main course of crab cakes, chicken parmesan, or lasagna, and dessert), which seemed great. My date also had a discount card for there which she was hoping to apply toward our meal. Not knowing how busy they would be, I agreed to call ahead to make reservations.\n\nI called several times during the course of the day on Valentine's Day and no one ever picked up. If you can't answer your phone, you must not be interested in potential business.\n\nWhen we arrived around 5:15pm, there was practically no one there, which surprised us. The music was up very loud, and was typical banal club fare. We took a booth, and were eventually waited on by the lone bartender. She was nice, but in short order we found out they didn't actually have their advertised V-Day special available (because \""their food hadn't been delivered\"" for the day, but we could wait to see if that changed), we couldn't use our discount card because of the holiday (even though there was no one else there to speak of), their food menu was limited to bar munchies, and they only had three kinds of wine.\n\nLame.\n\nOne more quibble: the bartender kept running her hands through her hair, which was very long and dark. This may have just been a habit on her part, but I'm particular about my food, and the thought of this person potentially serving my food after playing with her hair grossed me out. That's just a big no-no.\n\nWe ordered two drinks and and went to get actual food at CAFE MILANO, right down the street. With a host of choices in Downtown Pittsburgh, a number of which being right along Penn Avenue and less than a block from here, I doubt I'll try MELANGE again.",Negative,357
ENTRY-079,"Do NOT use their ONLINE ordering system. It does NOT work!! The online ordering allows me to pick 11/27 which was Thanksgiving Day, nobody called me to confirm my order and tell me that they're closed on TG day. Went to pick up my order on TG day only to find out that it was closed. Long story short, dinner was served for 30 guests WITHOUT salad that I ordered from Olive Garden. Have not received any follow-up call for apologies or nothing as of today!! Extremely poor customer service, very dissapointed.",Negative,92
ENTRY-080,"M\u00eame pas ce populaire r\u00f4ti avec le coq qui sert lui m\u00eame du poulet (!?!?) peut se comparer \u00e0 Romados! no no no! La r\u00f4tisserie Romados est maintenant reconnu dans le monde de la restauration montr\u00e9alaise comme une destination \u00e0 ne pas manquer! Appelez d'avance pour \u00e9viter la file et optez pour la cuisse de poulet \u00c9PIC\u00c9E, c'est m\u00eame pas discutable.  Les \u00e9pices du poulet combin\u00e9es avec celle de la sauce cr\u00e9e un party pour les papilles! La sauce est follement savoureuse et imbibe la montagne de frites incluent avec le poulet! Les frites sont croustillantes \u00e0 souhait et d\u00e9borde du plat! Pour se d\u00e9culpabiliser un tantinet, ils servent \u00e9galement le tout avec une simple petite salade! Et surtout, n'oubliez pas d'acheter des petites tartelettes \u00e0 votre sortie! Un must dans ce restaurant portugais! Et allez prendre un verre au Lab pour dig\u00e9rer ;)",Positive,144
ENTRY-081,"I like this hotel!  It's a good time!  Raffles Cafe is THE WORST though.  Go somewhere else for food.  The pool area is awesome!  Lazy river, wave pool (which they don't let you drink in, LAME), beach chairs and all the good stuff.  Can we ban girls with nasally voices from Vegas though?  That's annoying.",Positive,55
ENTRY-082,"I met my girlfriend at the Living Room the other night and we had a blast. The food was really good and the drinks were AMAZING. The staff was pushing wine but I wasn't in the mood for that so I tried one of their \""skinny\"" cocktails. I was a blueberry martini and it was soooooo delicious. It was the perfect place to relax after work. The decor was very nice, similar to that of a large living room:) Leather couches, long drapery, dark wood furniture, etc.They also have live music. Usually I'm into it but not that evening. His amp was up way too loud for an acoustic performance and we had problems having a conversation, but other than that it was a pleasant experience.",Positive,126
ENTRY-083,"AWESOME hotel. Wow, I wish I can stay there foever! \n\nService was excellent, I haven't felt so special staying in a hotel for ages. Room was really nice with patio and small deck counch overlooking the strip. \n\nRoom service was awesome, haven't had such good breakfast in bed. Egg benedict crab cake, omletts, shake...they were all awesome. \n\nParking is easy too, they have free parking garage (though if you are staying on west building, you have to walk through the casino to get there, a little pain) \n\nVery sophisticated and elegant hotel!",Positive,92
ENTRY-084,"Biggest POS airline in America.  Charged me $100 at gate for a carry-on that fit (rollers in first) in overhead compartment but was larger than their arbitrary \""max size carry-on.\""  Notably, they still allowed me to carry it on.  THEN we were delayed bc they let passengers on who were booked on a later flight.  They suck.  Not worth the discount.",Negative,61
ENTRY-085,Been here two times. First time we used a groupon and had the teppanyaki table and food was great. Drinks were awesome and flavorful and so was the food. They were very attentive. However we had a reservation but needed to wait to have our table fill up for them to start.  Once we had it filled up the great good and service made up. Prices are reasonable. \n\nSecond trip was also a great time. All of their rolls didn't disappoint and everyone walked out full. The bull roll was cool. We would go back just need to see when a groupon offer comes out.,Positive,105
ENTRY-086,"I gave this office the benefit of the doubt after each visit, only because Dr. LeBlanc was very informative and incredibly helpful. She is no longer there, and good for her~! However, if the doctor had simply been an OK doctor, I would have never step foot in there again. After my first visit 2 years ago, I experience a very condescending staff and unhelpful, rude office manager Linda. Linda chooses to hire people a lot like herself, who are simply unprofessional, unorganized, and miserable with life. I honestly could see them having a hard time getting hired at McDonalds, since McDonalds does have a level of professionalism and standards when servicing customers that the staff in this office would not be able to meet. Linda leads by a miserable, rude standard that only her team follows along. \nThese ladies have given me a difficult time since my first visit and as the girl at the front desk was rude and short. She slapped my insurance card on the counter when giving it to me and was condescending about filling out the paperwork. But I forgiven the situation thinking she was just having a bad day. \nMy following visit 2 years later, the same group of girls still working there to my surprise that they still have a job, had been just as rude and wasting my time. When scheduling the appt over the phone I had let the girl know that I have a new insurance that I have not yet received card in the mail, she told me as long as I had my information that I should OK. \nWhen arriving, I was denied from seeing a doctor since I didn't have my card at hand, but had letters from the insurance company proving that I was insured, along with the copy of the policy information, numbers, etc. I was upset that she was wasting my time and then I was told by the office manager Linda, that the office visit can be paid by a Credit Card and would be refunded the next day once I brought in my physical insurance card, which I did next day. Well that was not the case. They never refunded the Credit Card, although she gave me her word that they would once they saw proof of insurance it would be refunded. So not only did they keep the $150 for the office visit, but they also received the $$$ from the insurance company for my visit that day. \nI was made aware of them keeping the $$$ for the office visit upon my 3rd visit, which I then learned that Dr. LeBlanc is no longer working there. When scheduling my 3rd visit, the lady on the phone mentioned that someone from billing will call me to discuss the refund. I did not receive a call and went to appointment the next day, which was when someone from billing came to speak to me first to discuss I had a balance due?? It simply did not make any sense since they charged the $$$ on my credit card for the office visit, then billed my insurance company for a basic office visit which is fully covered, then asking for more $$$. \nThe reason why they are asking for more $$$ and keeping the $$$ paid cash from the office visit, and attempting to collect from the insurance company, is because they sent my information to my PREVIOUS insurance carrier, and not the latest one. This is an error made of their behalf and they had the audacity to tell me I am wrong and asking for more $$, after I spoke to my current insurance carrier,that the office never notified. \nLinda and the girl at the front desk were being condescending and unprofessional as ever, mentioned that I would need to pay the balance in order to see the doctor, and I honestly felt sick to my stomach after all the back and forth being late to my original appointment over a few $$. I let Linda know that I have had a lot of trouble with this office from day one and at this point I am done with it. Linda responded, \""FINE.\"" After living in multiple states, this office is the worst that I have every experienced in my life. This is my first complaint ever written about a business and hopefully the last one I will ever need to write.",Negative,742
ENTRY-087,"Been here twice, once for dinner and once for lunch. Dinner was at the teppan which was great! I was with a large group (8 people total) and we were taken care of very well.\n\nThe lunch another time was similar. For that we sat at the regular tables by choice. Just gotta note that the host guy for that day was very strange as he kept hovering around and staring at people as they ate. This was on a Saturday around 2.",Positive,82
ENTRY-088,"Full experience was a 2.5, food however is a one star.  The seats are very comfortable and you can recline all the way down.  The sound system in this theater is really good, creating a better movie watching experience.  On to the food, we got loaded chipotle chicken chips and tenderloin tips.\n\nChipotle chicken chips- All the flavor was there however,  the very first bite COLD, chips not crunchy, cheese had been melted but had already set. As I said all the flavor was there but everything else fell flat.  \n\nTenderloin tips- This came with mashed potatoes and broccoli, I was excited for this dish as it was recommended by our waitress but everything tasted like it came from a microwaved dinner. The tenderloin tips were not tender at all and super chewy, mashed potatoes were starchy (like the ones from a mix) and broccoli cold.\n\nI know this isn't a five star restaurant but I expected more from a dine in theater. We went to iPic a couple of weeks ago, the seats and sound were not as amazing but the food was 100X better.  Maybe we ordered the wrong things, maybe it was an off day, we are still in debate to come back a second time or not.",Negative,209
ENTRY-089,"Love everything I had, and they even had an awesome gluten free pizza, which is pretty rare BUT....\n\nThe music is blaring and there are probably more than 2 dozen TVs in the place. If you dont want to talk to the person next to you, this might be the place to go, (or maybe just to get to go)  Personally, I like to be able to have a conversation at dinner--I couldn't even hear the server. It's not like I'm an old lady, I'm 26. \n\nSorry to break it to you, but you just can't be a dance club and a pizzeria too, and do either one well.",Neutral,108
ENTRY-090,"Ah, Barros in Laveen, its new!  Its always flippin  busy (at least when we call, drive by).  So far, no complaints.  Wings actually have \""meat\"" and I have had no issues.  Pizza has been really good and DESTROYS NNY.  See my local NNY Laveen review...we still havent gone back.  Barro's is refreshing for us.  We have done take out for the most part, but had one dine in experience with no issues.  The staff on our one time in were attentive and friendly.  Its no Oregano's...but its close to home.",Positive,90
ENTRY-091,Came here before Thanksgiving to get some pasta and was not disappointed.   My wife is gluten free so she ordered the chicken picata with a side of spinach. I had the pasta giovanni.  Both were excellent.   The food was serve hot and fresh.  Our server named Teresa was also  very nice.  Had the bread pudding but that was just okay.  Bourbon sauce was a tad too thick and bread pudding was a bit bland.  Could use some cinnamon and fresh whipped cream.,Positive,82
ENTRY-092,Revolution lounge is located inside the Mirage hotel.. there are people outside the lounge passing out VIP admission passes so there's no cover fee to get in... for the ladies free champagne Saturday before 12.. The music is pretty old school... & if you're 35 and above this might be the place to chill... me and my friend in our 20's didn't enjoy much while we were there cause everyone seems so old...,Negative,73
ENTRY-093,"This is only my second yelp review & like the first, I'm beginning this one with \""I don't get all the horrible reviews\"" Lol!\n\nAnyway, I was here on a Monday at about 6pm. No wait, just paid and walked right in. \n\nI do agree that they do not have very many options here. However,  all of what I had I enjoyed & I'm pretty sure I had a little bit of everything. Lol. The ribs & mashed potatoes topped with bacon were soooo good! \n\nThis is only the second Vegas buffet I have been to. So far, my favorite. I would definitely recommend it to a friend.",Positive,107
ENTRY-094,"Do not leave Vegas without stopping in.\n\nLet's get it out of the way. My only complaint was how noisy the place is ... but, it is PH and it is Vegas.\n\nThe burgers are out of this world. Price is great value.\n\nDo not skip the appetizers ... onion rings are like nothing you have every had and even non-ketchup eaters will dig on the chipotle infused ketchup. The jalape\u00f1o poppers, served in individual shot glasses with a unique ranch/ bleu chess blend are a must ... good luck finding the one with seeds before you bite in!\n\nWe were too full for the shakes at dessert but they looked amazing.\n\nOur server might have been the best in Vegas. Well trained, passionate about the food and the experience, she went out of her way and delivered 5-star dining service in a \""burger joint\"".\n\nFor us GF diners, they will wrap the burgers in lettuce.",Positive,150
ENTRY-095,"I have been here twice.\n\nThe fist time I went with my husband for dinner. It was the first place we dined after moving here from Chicago. As always we started with the oysters which were good quality and delicious. He loved his French Onion Soup as well. I had a special, the Halibut which had a lovely and inventive presentation. The only issue was the seasoning. I do not think it was seasoned at all. My husband had the same issue with the Short Ribs.  Maybe the kitchen just missed a step.  I do not like things over seasoned but this was bland.  The  Zinc Valrona Chocolate Souffle was simply amazing. I am not a chocolate lover, except for souffle. It was the perfect exclamation point to our dinner. \n\nI went for lunch with my mother who only eats plain burgers, plain chicken and pasta with marinara. I don't know how she manages to stay thin. We settled on Zinc. I had a grilled chicken sandwich with a lovely arugula and tomato and a light sauce.  She of course had a plain burger which she raved about.  We split an order of frites, that were crisp and full of flavor. I loved the spicy sauce! \n\nI love the bistro decor and the service was good on both trips.  Glad I live close!",Positive,222
ENTRY-096,"Well I've only flown in and out of here twice while visiting family during the holidays and I always go during \""off peak\"" days in order to avoid the holiday rush.. but generally, I do like this airport.  \n\nI find it easy to navigate with decent food and a helpful staff.\n\nWorks for me.",Neutral,53
ENTRY-097,"First of all, the service was not very welcoming.  I was Saturday afternoon Solo dining, and sat at the bar for a mojito and a Cuban sandwich.  Which I never ordered because the waitress/bartender/hostess never even inquired if I wanted a menu.  Mojito was average, too much lime, and it was stirred, not shaken.  No love put in there!    Had a Heineken next and then left.  Staff feels like they are bored and don't like their jobs very much.  Or each other.  Like robots really.  The bartender/waitress/hostess was definitely busting her ass way harder than anyone else.  I would give it another try, maybe on a busy night when dinner service is in full swing, to try the food and check out the ambience.",Negative,124
ENTRY-098,"Came here in early June, and had to take an extra cab since it's off the strip.\n\nI think we had a roll that was just comprised of an assortment of raw fish which was unremarkable, but we also asked the waiter the crowd favorites, and we got the Miso-cod, and hamachi sashimi with jalepeno, which were heaven sent. I'd never had cooked fish as melt-y, velvet-y as that black cod, and the marinade they used was Amazing. Portions are miniscule, but that's because this is 1%-ers place, and they never eat much.\n\nThe atmospohere is as swanky as you would expect in Vegas, with the dim lighting and the bamboo stick-pillars which are strategically placed throughout the establishment to remind you you've crossed the \""eastern exotic\"" threshold. I know I sleep on a bed of rice and panda fur to keep myself authentically Asian. I think we had sake or water that was poured out of bamboo shoot-looking vases as well. \n\nThe waiter looked a little annoyed we spent less than $200 here. It felt like jewelry store, commission driven pressure. Still, hella good food.",Positive,184
ENTRY-099,"This was my first time at this location, which happens to be the original Macayo's, and I couldn't help, but be reminded of the Robert Frost poem, The Road Not Taken...\n\nTwo roads diverged in a yellow wood\nAnd sorry I could not travel both\nAnd be one traveler, long I stood (because the hostess was MIA)\nAnd looked down one as far as I could\nTo where it bent in the undergrowth;\n\n... okay, sorry, so after entering and walking down the dimly light hallway you have the option to veer left or right. Right brings you into the bar area and left, to the dining area. In the middle is the hostess desk, (who probably took the road less traveled by) so I meandered into the dining room where I was I greeted by a friendly female waitress who helped me find my way to a table and later brought the menus.\n\nI was waiting for the other two members of the party and since it was 11:30 am and I'm inbetween classes, I figured the White Cranberry Margarita sounded reasonable (its five o'clock somewhere!). It was a little bit salty, a little bit sweet, but all so sensual  that I had to remind myself that there was alcohol in it so I could pace myself. The chips and salsa were fantastic (but really, how can anyone mess that up) to nosh on while the other party members arrived. The lunch specials here are pretty amazing and it does get crowded fast. I went for the lunch Mex and Match 1 item with 1 side for $6.99. I got a bean tostada with veggies. The veggies were a pleasant surprise, they were steamed but not doused in butter that most places seem to love to do. I just wish they would have thrown a little bit more on the plate. There were two pieces of broccoli, a few tiny pieces of carrots, and zucchini, but I get it...I'm at a Mexican joint. Everyone else loved their dishes and the service was quick, but attentive. I would definitely come back.",Positive,344
